核客GAME游戏研发部<!sp>游戏特效师<!sp>15k-22k<!sp>深圳<!sp>经验3-5年<!sp>'高级,特效'<!sp>11:15<!sp>拉勾网<!sp>'做出属于自己的游戏'<!sp>'美术功底,常用办公软件的使用,美术创作能力,专业素质良好'<!sp>深圳 - 南山区 - 科技园 - 麻雀岭工业园（深大地铁站）
星炫科技设计部<!sp>游戏特效师<!sp>10k-16k<!sp>深圳<!sp>经验1-3年<!sp>'特效,2D,动漫,flash,美术,AE'<!sp>10:46<!sp>拉勾网<!sp>'股份期权,年底双薪,上升空间大,氛围好'<!sp>'逻辑思维能力,沟通表达能力,美术功底,设计能力,美术创作能力,常用办公软件的使用,专业素质良好,责任心,性格好,团队协作能力'<!sp>深圳 - 南山区 - 科技园 - 讯美科技广场一座6201
电魂网络美术部<!sp>游戏特效<!sp>10k-20k<!sp>杭州<!sp>经验1-3年<!sp>'特效,2D,角色,手绘,AE'<!sp>09:27<!sp>拉勾网<!sp>'年底双薪,五险一金,部门团建,绩效奖金'<!sp>'领悟能力,专业素质良好,主动性,团队协作能力,常用办公软件的使用,设计能力,美术功底,审美能力,创新能力,抗压能力,责任心,思想品质,工作激情'<!sp>杭州 - 滨江区 - 西兴 - 滨安路435号电魂大厦
点触科技美术部<!sp>游戏特效师<!sp>8k-10k<!sp>厦门<!sp>经验不限<!sp>'游戏,特效,手绘,2D,AE,3D'<!sp>13:53<!sp>拉勾网<!sp>'班车接送,免费早餐,五险一金,加班费'<!sp>'创新能力,设计能力,吃苦耐劳,学习能力,团队协作能力'<!sp>厦门 - 思明区 - 前埔医院 - 观音山宜兰路5号25楼
火舞游戏研发部<!sp>游戏特效师<!sp>10k-20k<!sp>广州<!sp>经验1-3年<!sp>'游戏,特效,手游,游戏特效,rpg,u3d'<!sp>11:58<!sp>拉勾网<!sp>'游戏特效,U3D,RPG,手游'<!sp>'美术功底,责任心,学习能力'<!sp>广州 - 天河区 - 天园 - 科韵路12-1号方圆E时光西座501室
鲸鱼游戏研发部<!sp>游戏特效<!sp>8k-15k<!sp>广州<!sp>经验1年以下<!sp>'特效,VR,u3d,游戏开发'<!sp>11:25<!sp>拉勾网<!sp>'福利好,平台广,发展空间大,环境好'<!sp>'设计能力,沟通表达能力,美术功底,逻辑思维能力,创新能力'<!sp>广州 - 天河区 - 天河软件园 - 建中路50号佳都国际大厦首层
若水网络<!sp>游戏特效<!sp>8k-15k<!sp>上海<!sp>经验3-5年<!sp>'游戏,特效,u3d'<!sp>2天前<!sp>拉勾网<!sp>'五险一金,加班餐补'<!sp>'美术功底,专业素质良好,责任心,思想品质,学习能力,抗压能力,沟通表达能力,团队协作能力'<!sp>上海 - 浦东新区 - 张江 - 申江路5005弄星创科技广场A栋8楼
乐游<!sp>游戏特效<!sp>8k-15k<!sp>东莞<!sp>经验1-3年<!sp>'游戏,特效'<!sp>1天前<!sp>拉勾网<!sp>'高薪,项目奖金,免费食宿,加班补贴'<!sp>'沟通表达能力,美术功底,设计能力,审美能力,责任心,思想品质,团队协作能力,抗压能力,学习能力'<!sp>东莞 - 东莞市市辖区 - 南城区胜和路金盈大厦2楼
畅游特效设计师<!sp>游戏特效<!sp>15k-25k<!sp>北京<!sp>经验不限<!sp>'游戏,特效'<!sp>3天前<!sp>拉勾网<!sp>'18天年假,午餐补助,氛围open'<!sp>'专业素质良好,设计能力,沟通表达能力,领悟能力,美术功底,责任心,团队协作能力'<!sp>北京 - 石景山区 - 老山 - 八角游乐园融科创新
寰聚网络弑君工作室<!sp>游戏特效<!sp>12k-18k<!sp>杭州<!sp>经验3-5年<!sp>'特效,特效技能,u3d,MMORPG'<!sp>2天前<!sp>拉勾网<!sp>'网易团队,五险一金,MMO手游'<!sp>'设计能力,创新能力,美术功底,审美能力,专业素质良好,主动性,责任心'<!sp>杭州 - 滨江区 - 长河 - 长河街道江晖路487号兴耀科技园3号楼2A室
天锋网络美术部门<!sp>游戏特效<!sp>10k-20k<!sp>北京<!sp>经验3-5年<!sp>'游戏,特效,视频'<!sp>1天前<!sp>拉勾网<!sp>'升职空间大'<!sp>'美术创作能力,专业素质良好,美术功底'<!sp>北京 - 朝阳区 - 来广营 - 北京市朝阳区创远路朝来高科技产业园2期36号院
2144游戏美术部门<!sp>游戏特效<!sp>8k-16k<!sp>上海<!sp>经验不限<!sp>'硬件制造,特效,手绘,2D,u3d,游戏开发'<!sp>2天前<!sp>拉勾网<!sp>'团队融洽,上升空间广,项目有潜力'<!sp>'美术创作能力,领悟能力,沟通表达能力,团队协作能力'<!sp>上海 - 浦东新区 - 张江
有爱互动美术研发部<!sp>游戏特效<!sp>10k-18k<!sp>深圳<!sp>经验1-3年<!sp>'特效,手游,cocos,2D'<!sp>14:57<!sp>拉勾网<!sp>'大牛多,红警IP,扁平化管理'<!sp>'设计能力,美术功底,创新能力'<!sp>深圳 - 南山区 - 大冲 - 科兴科学园B2-303
博乐科技<!sp>游戏特效<!sp>9k-18k<!sp>北京<!sp>经验1-3年<!sp>'游戏,特效'<!sp>2018-01-18<!sp>拉勾网<!sp>'13薪,项目奖,双休'<!sp>'沟通表达能力'<!sp>北京 - 朝阳区 - 北苑 - 北辰新纪元2,2305
猎豹移动<!sp>游戏特效师<!sp>10k-20k<!sp>北京<!sp>经验不限<!sp>'游戏,特效,3D'<!sp>2天前<!sp>拉勾网<!sp>'办公环境,发展空间'<!sp>'设计能力,性格好,美术功底,专业素质良好,沟通表达能力'<!sp>北京 - 朝阳区 - 高碑店 - 姚家园南路1号惠通时代广场8号楼
乐易网络银河工作室<!sp>游戏特效<!sp>20k-40k<!sp>深圳<!sp>经验5-10年<!sp>'高级,特效,CG,3D,动作,游戏开发'<!sp>09:56<!sp>拉勾网<!sp>'海外手游,高配团队,两次调薪,氛围开放'<!sp>'主动性,钻研能力,美术功底,自我管理能力,沟通表达能力,学习能力,团队协作能力,领悟能力,领导能力,设计能力,执行能力,思想品质,责任心'<!sp>深圳市 - 南山区 - 科技园 - 深圳南山区高新技术园中区科苑大道 讯美科技广场2号楼20层
创新工场-同趣游戏产品部<!sp>游戏特效<!sp>15k-25k<!sp>北京<!sp>经验1-3年<!sp>'游戏,特效'<!sp>2018-01-19<!sp>拉勾网<!sp>'五险一金,13薪,包工作餐,大牛多多'<!sp>'设计能力,专业素质良好,美术功底,沟通表达能力,钻研能力,学习能力,抗压能力,执行能力,团队协作能力'<!sp>北京 - 西城区 - 车公庄 - 车公庄大街4号院文化创新工场3号楼209
创娱网络美术中心<!sp>游戏特效师<!sp>8k-15k<!sp>广州<!sp>经验1-3年<!sp>'美术,特效,3D,动作,角色,U3D'<!sp>13:53<!sp>拉勾网<!sp>'福利好,薪资高,环境优,文化强'<!sp>'创新能力,审美能力,领悟能力,专业素质良好,设计能力'<!sp>广州 - 天河区 - 员村 - 广州天河建中路36号露乐国际大厦
网易达科技项目部<!sp>游戏特效师<!sp>15k-20k<!sp>广州<!sp>经验不限<!sp>'游戏,高级,美术,特效,CG,动作'<!sp>15:56<!sp>拉勾网<!sp>'五险一金,年底双薪,绩效奖金,弹性工作'<!sp>'设计能力,抗压能力,责任心,沟通表达能力,团队协作能力,美术功底,创新能力,专业素质良好'<!sp>广州 - 海珠区 - 琶洲 - 新港东路1168号环汇商业广场16层
幻界游戏美术部<!sp>游戏特效<!sp>10k-20k<!sp>深圳<!sp>经验1-3年<!sp>'游戏,原画,动漫,flash,2D,游戏开发'<!sp>3天前<!sp>拉勾网<!sp>'不限量零食供应,弹性上班,福利多多'<!sp>'美术创作能力,沟通表达能力,团队协作能力'<!sp>深圳 - 南山区 - 科技园 - 科技园中区高新中三道9号环球数码大厦A201
幻萌网络美术部<!sp>游戏特效师<!sp>10k-15k<!sp>上海<!sp>经验1-3年<!sp>'游戏,特效,动漫,2D,3D'<!sp>1天前<!sp>拉勾网<!sp>'二次元'<!sp>'设计能力,专业素质良好,美术功底,沟通表达能力,美术创作能力,责任心,团队协作能力'<!sp>上海 - 普陀区 - 长寿路 - 普陀区西康路1255号普陀科技大厦
未来游戏产品部<!sp>游戏特效师<!sp>10k-20k<!sp>深圳<!sp>经验3-5年<!sp>'高级,特效,2D,3D,动作,角色'<!sp>09:49<!sp>拉勾网<!sp>'季度项目奖,六险一金,年度旅游,年度体检'<!sp>'设计能力,美术功底,逻辑思维能力,沟通表达能力,美术创作能力,专业素质良好,思想品质,团队协作能力,常用办公软件的使用'<!sp>深圳市市市 - 南山区 - 科技园 - 深南大道9996号松日鼎盛20层 未来游戏
武汉开天美术部<!sp>游戏特效师<!sp>4k-6k<!sp>武汉<!sp>经验1-3年<!sp>'特效,手游,u3d,游戏开发'<!sp>2天前<!sp>拉勾网<!sp>'手游,特效'<!sp>'学习能力,美术功底,常用办公软件的使用,沟通表达能力,团队协作能力'<!sp>武汉市市市 - 洪山区 - 珞南 - 街道口群光上苑3期一栋一单元203室
祺曜互娱<!sp>游戏特效（3转2）<!sp>15k-25k<!sp>广州<!sp>经验不限<!sp>'游戏,VR,flash,特效,2D,u3d'<!sp>10:23<!sp>拉勾网<!sp>'五险,节日福利'<!sp>'美术功底,设计能力,良好的职业背景,常用办公软件的使用,沟通表达能力,执行能力,团队协作能力,领导能力'<!sp>广州 - 天河区 - 东圃 - 羊城创意园1-14栋
上海育界科技游戏美术部门<!sp>游戏特效助理<!sp>5k-8k<!sp>上海<!sp>经验不限<!sp>'UI,UE,交互,游戏开发,3D'<!sp>2天前<!sp>拉勾网<!sp>'五险一金,双休'<!sp>'设计能力,美术功底,逻辑思维能力,常用办公软件的使用,专业素质良好,思想品质,责任心,沟通表达能力,团队协作能力'<!sp>上海 - 徐汇区 - 田林 - 田林路140号越界创意园16号楼G08近苍梧路
飞鱼科技飞鱼科技<!sp>游戏特效<!sp>10k-20k<!sp>深圳<!sp>经验1-3年<!sp>'特效,手绘'<!sp>1天前<!sp>拉勾网<!sp>'上市公司,平台大,福利好,氛围佳'<!sp>'设计能力,常用办公软件的使用,美术创作能力,美术功底,专业素质良好,创新能力'<!sp>深圳 - 南山区 - 深圳南山区科兴科学园B3单元
赐麓网络美术<!sp>资深游戏特效师<!sp>8k-15k<!sp>广州<!sp>经验3-5年<!sp>'资深,高级,特效,u3d,游戏开发,专员'<!sp>11:39<!sp>拉勾网<!sp>'福利多,帅哥美女多,办公环境好,带薪年假'<!sp>'专业素质良好,设计能力,美术功底,美术创作能力,领悟能力,团队协作能力'<!sp>广州 - 天河区 - 东圃 - 棠下涌东路1号大塘工业区2号楼融科商务园5楼
银汉美术部<!sp>游戏特效师<!sp>9k-15k<!sp>深圳<!sp>经验1-3年<!sp>'端游,特效,手游,u3d,游戏开发'<!sp>2018-01-16<!sp>拉勾网<!sp>'福利齐全,年底双薪'<!sp>'领悟能力,美术功底,常用办公软件的使用'<!sp>深圳市市市 - 南山区 - 科技园 - 赛百诺大厦
舜飞科技游戏部<!sp>3D特效/游戏特效<!sp>8k-15k<!sp>广州<!sp>经验3-5年<!sp>'特效,手游,2D,u3d,游戏开发'<!sp>12:07<!sp>拉勾网<!sp>'周末双休,五险一金,午餐餐补,迟到不扣钱'<!sp>'设计能力,美术功底,美术创作能力,责任心'<!sp>广州 - 天河区 - 车陂 - 棠东东路5号远洋创意园B-420
金琥珀原画部<!sp>游戏特效师（南昌）<!sp>3k-6k<!sp>南昌<!sp>经验不限<!sp>'特效,VR,手游,u3d,游戏开发'<!sp>3天前<!sp>拉勾网<!sp>'五险一金,周末双休,节日福利,带薪年假'<!sp>'沟通表达能力,美术功底,设计能力,专业素质良好,常用办公软件的使用,抗压能力,团队协作能力'<!sp>南昌 - 青山湖区 - 朝阳洲 - 孺子西路利民佳苑甲骨文基地
